file,vibration,vib_rms,vib_peak,vib_kurtosis
2003.11.09.01.41.44,0.1391372010,0.1391372010,0.5860000000,4.2488317915
2003.11.09.01.51.44,0.1398811589,0.1398811589,0.6010000000,4.6161642233
2003.11.09.02.01.44,0.1396051989,0.1396051989,0.5220000000,4.0625129979
2003.11.09.02.11.44,0.1392007601,0.1392007601,0.6050000000,4.3191926429
2003.11.09.02.21.44,0.1393496551,0.1393496551,0.5960000000,4.5137636044
2003.11.09.02.31.44,0.1399247925,0.1399247925,0.5320000000,3.9014326761
2003.11.09.02.41.44,0.1391296092,0.1391296092,0.5790000000,4.0717808647
2003.11.09.02.51.44,0.1385618269,0.1385618269,0.5200000000,3.8423316807
2003.11.09.03.01.44,0.1400264653,0.1400264653,0.5960000000,4.4683451645
2003.11.09.03.11.44,0.1400866313,0.1400866313,0.5350000000,4.0535855449
2003.11.09.03.21.44,0.1387616620,0.1387616620,0.5300000000,4.1311287164
2003.11.09.03.31.44,0.1398528405,0.1398528405,0.5880000000,4.6050597820
2003.11.09.03.41.44,0.1385642260,0.1385642260,0.5270000000,4.0279782699
2003.11.09.03.51.44,0.1396232952,0.1396232952,0.6130000000,4.0541062785
2003.11.09.04.01.44,0.1386427982,0.1386427982,0.5930000000,4.3923733734
2003.11.09.04.11.44,0.1389693143,0.1389693143,0.5490000000,3.9278369959
2003.11.09.04.21.44,0.1393414490,0.1393414490,0.6050000000,4.3394311758
2003.11.09.04.31.44,0.1401718600,0.1401718600,0.5960000000,4.4423129521
2003.11.09.04.41.44,0.1395364420,0.1395364420,0.5420000000,4.0278495482
2003.11.09.04.51.44,0.1394270380,0.1394270380,0.5540000000,4.1621554831
2003.11.09.05.01.44,0.1397420236,0.1397420236,0.5180000000,3.9703349700
2003.11.09.05.11.44,0.1393606905,0.1393606905,0.5440000000,4.2665089925
2003.11.09.05.21.44,0.1393596117,0.1393596117,0.5220000000,4.2082059981
2003.11.09.05.31.44,0.1390593718,0.1390593718,0.5930000000,4.2167068710
2003.11.09.05.41.44,0.1396955147,0.1396955147,0.5570000000,4.1258124721
2003.11.09.05.51.44,0.1399897487,0.1399897487,0.6250000000,4.4001834521
2003.11.09.06.01.44,0.1392623062,0.1392623062,0.5740000000,4.1034296423
2003.11.09.06.11.44,0.1393561627,0.1393561627,0.5790000000,4.2005007657
2003.11.09.06.21.44,0.1397277548,0.1397277548,0.7890000000,4.2769126460
2003.11.09.06.31.44,0.1394642525,0.1394642525,0.5270000000,4.3075651486
2003.11.09.06.41.44,0.1407242277,0.1407242277,0.5690000000,4.1564362257
2003.11.09.06.51.44,0.1384785245,0.1384785245,0.5320000000,4.1524890109
2003.11.09.07.01.44,0.1393241583,0.1393241583,0.6250000000,4.0801395174
2003.11.09.07.11.44,0.1384082568,0.1384082568,0.5420000000,4.1287694088
2003.11.09.07.21.44,0.1389369120,0.1389369120,0.6270000000,4.1376685379
2003.11.09.07.31.44,0.1396586093,0.1396586093,0.5810000000,4.4894001360
2003.11.09.07.41.44,0.1397845952,0.1397845952,0.5250000000,4.0362217056
2003.11.09.07.51.44,0.1382394930,0.1382394930,0.5000000000,4.1572764148
2003.11.09.08.01.44,0.1396291338,0.1396291338,0.5370000000,4.2462715268
2003.11.09.08.11.44,0.1402574043,0.1402574043,0.5220000000,4.1383300909
2003.11.09.08.20.39,0.1392064034,0.1392064034,0.4640000000,4.0019749096
2003.11.09.08.25.58,0.1399054743,0.1399054743,0.6180000000,4.1775899128
2003.11.09.08.35.58,0.1391640214,0.1391640214,0.5080000000,4.2840628171
2003.11.09.08.45.58,0.1411084350,0.1411084350,0.5000000000,4.1107321099
2003.11.09.08.55.58,0.1393587720,0.1393587720,0.5690000000,4.4432420613
2003.11.09.09.05.58,0.1402430939,0.1402430939,0.6230000000,4.3883991887
2003.11.09.09.15.58,0.1403775467,0.1403775467,0.5930000000,4.3021262608
2003.11.09.09.25.58,0.1379100718,0.1379100718,0.5250000000,4.1257782301
2003.11.09.09.35.58,0.1401867403,0.1401867403,0.5660000000,4.2519438537
2003.11.09.09.45.58,0.1394213950,0.1394213950,0.5830000000,3.8520864406
2003.11.09.09.55.58,0.1394175294,0.1394175294,0.5740000000,4.3956163306
2003.11.09.10.05.58,0.1394337327,0.1394337327,0.5790000000,4.4432017480
2003.11.09.10.15.58,0.1404825461,0.1404825461,0.6790000000,5.0557145783
2003.11.09.10.25.58,0.1392744796,0.1392744796,0.5590000000,4.3222455890
2003.11.09.10.35.58,0.1387989314,0.1387989314,0.6100000000,4.4193305791
2003.11.09.10.45.58,0.1402254849,0.1402254849,0.5270000000,3.9881672491
2003.11.09.10.55.58,0.1389722776,0.1389722776,0.5620000000,4.3679552080
2003.11.09.11.05.58,0.1385196952,0.1385196952,0.5370000000,4.0234552651
2003.11.09.11.15.58,0.1385364289,0.1385364289,0.5660000000,4.2337230238
2003.11.09.11.25.58,0.1391745747,0.1391745747,0.5270000000,4.2967164504
2003.11.09.11.35.58,0.1388495715,0.1388495715,0.5200000000,4.4424383987
2003.11.09.11.45.58,0.1399389669,0.1399389669,0.5640000000,4.4009053543
2003.11.09.11.55.58,0.1387116751,0.1387116751,0.5200000000,4.1385305449
2003.11.09.12.05.58,0.1389723050,0.1389723050,0.8760000000,4.6302941936
2003.11.09.12.15.58,0.1394851229,0.1394851229,0.5180000000,4.2269376548
2003.11.09.12.25.58,0.1389145647,0.1389145647,0.5980000000,4.2575527393
2003.11.09.12.35.58,0.1390046372,0.1390046372,0.6350000000,4.0777488089
2003.11.09.12.45.58,0.1396669240,0.1396669240,0.6740000000,4.2693986040
2003.11.09.12.55.58,0.1385593573,0.1385593573,0.5590000000,4.1119196521
2003.11.09.13.05.58,0.1400322129,0.1400322129,0.5590000000,4.4745406942
2003.11.09.13.15.58,0.1401746260,0.1401746260,0.6270000000,4.2080288483
2003.11.09.13.25.58,0.1401972230,0.1401972230,0.6520000000,4.8417866309
2003.11.09.13.35.58,0.1378602683,0.1378602683,0.5830000000,4.2060591908
2003.11.09.13.45.58,0.1394112288,0.1394112288,0.6450000000,4.5533075557
2003.11.09.13.55.58,0.1388529218,0.1388529218,0.4790000000,4.1229319748
2003.11.09.14.05.58,0.1334872478,0.1334872478,0.5790000000,4.4293754695
2003.11.09.14.15.58,0.1391258348,0.1391258348,0.5910000000,4.1485416930
2003.11.09.14.25.58,0.1399595748,0.1399595748,0.5220000000,4.1966179245
2003.11.09.14.35.58,0.1383046364,0.1383046364,0.5400000000,4.3842389015
2003.11.09.14.45.58,0.1394963223,0.1394963223,0.6010000000,4.2842572706
2003.11.09.14.55.58,0.1381404636,0.1381404636,0.5570000000,4.3011653541
2003.11.09.15.05.58,0.1388929092,0.1388929092,0.5270000000,4.0801430027
2003.11.09.15.15.58,0.1384932519,0.1384932519,0.5440000000,4.6232985613
2003.11.09.15.25.58,0.1395842096,0.1395842096,0.5930000000,4.1810838142
2003.11.09.15.35.58,0.1387274665,0.1387274665,0.5710000000,4.4611049110
2003.11.09.15.45.58,0.1391730819,0.1391730819,0.5960000000,4.3350081966
2003.11.09.15.55.58,0.1386667568,0.1386667568,0.6570000000,4.3120862101
2003.11.09.16.05.58,0.1389913909,0.1389913909,0.5590000000,4.0506906245
2003.11.09.16.15.58,0.1401076290,0.1401076290,0.5220000000,4.2394451566
2003.11.09.16.25.58,0.1394932647,0.1394932647,0.5690000000,4.2831074377
2003.11.09.16.35.58,0.1401225188,0.1401225188,0.5220000000,4.3289038210
2003.11.09.16.45.58,0.1400706970,0.1400706970,0.5570000000,4.1857518845
2003.11.09.16.55.58,0.1398217711,0.1398217711,0.5470000000,4.1763347134
2003.11.09.17.05.58,0.1387017147,0.1387017147,0.6150000000,4.1978985374
2003.11.09.17.15.58,0.1397944323,0.1397944323,0.5200000000,3.9127183373
2003.11.09.17.25.58,0.1397578151,0.1397578151,0.5660000000,4.4086637301
2003.11.09.17.35.58,0.1392970746,0.1392970746,0.5250000000,4.0798277023
2003.11.09.17.45.58,0.1397814385,0.1397814385,0.6130000000,4.3116401534
2003.11.09.17.55.58,0.1388924650,0.1388924650,0.5640000000,3.9619427027
2003.11.09.18.05.58,0.1381117800,0.1381117800,0.5420000000,4.4292854479
2003.11.09.18.15.58,0.1397190207,0.1397190207,0.5980000000,3.9840563890
2003.11.09.22.02.15,0.1378059311,0.1378059311,0.5570000000,4.0655503603
2003.11.09.22.05.58,0.1393082449,0.1393082449,0.5470000000,4.3216515883
2003.11.09.22.15.58,0.1396659453,0.1396659453,0.5640000000,4.0587700262
2003.11.09.22.25.58,0.1389533650,0.1389533650,0.5400000000,4.2448883077
2003.11.09.22.35.58,0.1395423911,0.1395423911,0.5420000000,4.0145077030
2003.11.09.22.45.58,0.1389207536,0.1389207536,0.5760000000,4.4692504261
2003.11.09.22.55.58,0.1396911762,0.1396911762,0.5180000000,4.1533890110
2003.11.09.23.05.58,0.1391267015,0.1391267015,0.6370000000,4.1338426098
2003.11.09.23.15.58,0.1388266905,0.1388266905,0.5320000000,4.0924353924
2003.11.09.23.25.58,0.1386614920,0.1386614920,0.5250000000,4.2546682146
2003.11.09.23.35.58,0.1392247407,0.1392247407,0.7670000000,4.5953023472
2003.11.09.23.45.58,0.1387652747,0.1387652747,0.6250000000,4.1324178314
2003.11.09.23.55.58,0.1380944172,0.1380944172,0.6300000000,4.3950913972
2003.11.10.00.05.58,0.1408018392,0.1408018392,0.5880000000,4.0460498987
2003.11.10.00.15.58,0.1395217161,0.1395217161,0.5880000000,4.3549967763
2003.11.10.00.25.58,0.1385057956,0.1385057956,0.5590000000,4.3023134656
2003.11.10.00.35.58,0.1405211019,0.1405211019,0.5760000000,4.1375806721
2003.11.10.00.45.58,0.1387509586,0.1387509586,0.5300000000,4.3544657535
2003.11.10.00.55.58,0.1380071761,0.1380071761,0.4710000000,3.9668606663
2003.11.10.01.05.58,0.1376324660,0.1376324660,0.5760000000,3.9233959189
2003.11.10.01.15.58,0.1389845993,0.1389845993,0.5830000000,4.0763440477
2003.11.10.01.25.58,0.1387191886,0.1387191886,0.5930000000,4.0701439445
2003.11.10.01.35.58,0.1386510197,0.1386510197,0.5690000000,4.4100511933
2003.11.10.01.45.58,0.1393667893,0.1393667893,0.5760000000,4.0439942819
2003.11.10.01.55.58,0.1399853171,0.1399853171,0.6620000000,4.6228071622
2003.11.10.02.05.58,0.1389158054,0.1389158054,0.5270000000,4.1944506942
2003.11.10.02.15.58,0.1386753787,0.1386753787,0.5080000000,3.7723653009
2003.11.10.02.25.58,0.1383606229,0.1383606229,0.5000000000,4.1596241114
2003.11.10.02.35.58,0.1396591687,0.1396591687,0.5740000000,3.9743764851
2003.11.10.02.45.58,0.1398961810,0.1398961810,0.5760000000,4.2078836767
2003.11.10.02.55.58,0.1386704706,0.1386704706,0.5350000000,4.2226407342
2003.11.10.03.05.58,0.1380072377,0.1380072377,0.5540000000,3.9413070070
2003.11.10.03.15.58,0.1393707686,0.1393707686,0.5960000000,4.1824487362
2003.11.10.03.25.58,0.1393385806,0.1393385806,0.5220000000,4.1069954323
2003.11.10.03.35.58,0.1386319877,0.1386319877,0.6200000000,4.4851884333
2003.11.10.03.45.58,0.1386853724,0.1386853724,0.6180000000,4.3118406658
2003.11.10.03.55.58,0.1380315387,0.1380315387,0.5320000000,3.8535749323
2003.11.10.04.05.58,0.1394421036,0.1394421036,0.6740000000,4.2912481622
2003.11.10.04.15.58,0.1392488386,0.1392488386,0.5910000000,4.3129029588
2003.11.10.04.25.58,0.1390458529,0.1390458529,0.5520000000,3.9660158935
2003.11.10.04.35.58,0.1383173592,0.1383173592,0.6250000000,4.3419060161
2003.11.10.04.45.58,0.1396377739,0.1396377739,0.5490000000,4.0041766448
2003.11.10.04.55.58,0.1380568929,0.1380568929,0.5220000000,4.1201743396
2003.11.10.05.05.58,0.1390881602,0.1390881602,0.5690000000,4.3688001193
2003.11.10.05.15.58,0.1384989217,0.1384989217,0.4520000000,4.0434484290
2003.11.10.05.25.58,0.1386621218,0.1386621218,0.6100000000,4.4381442299
2003.11.10.05.35.58,0.1383496505,0.1383496505,0.6180000000,4.0886833121
2003.11.10.05.45.58,0.1383447702,0.1383447702,0.5590000000,4.2328360477
2003.11.10.05.55.58,0.1384674026,0.1384674026,0.5000000000,4.0143921395
2003.11.10.06.05.58,0.1392015255,0.1392015255,0.4760000000,3.9244802133
2003.11.10.06.15.58,0.1382055193,0.1382055193,0.5440000000,4.3594595761
2003.11.10.06.25.58,0.1387390527,0.1387390527,0.4930000000,4.1960371874
2003.11.10.06.35.58,0.1382719614,0.1382719614,0.5270000000,3.9347072512
2003.11.10.06.45.58,0.1378003518,0.1378003518,0.5520000000,3.9996836080
2003.11.10.06.55.58,0.1382432171,0.1382432171,0.4790000000,3.9207382881
2003.11.10.07.05.58,0.1383152666,0.1383152666,0.5590000000,4.1635554190
2003.11.10.07.15.58,0.1379188494,0.1379188494,0.5640000000,4.1651086890
2003.11.10.07.25.58,0.1384242372,0.1384242372,0.5470000000,3.8281039533
2003.11.10.07.35.58,0.1379108769,0.1379108769,0.5540000000,4.1665192344
2003.11.10.07.45.58,0.1391048436,0.1391048436,0.5350000000,4.0741392156
2003.11.10.07.55.58,0.1380799230,0.1380799230,0.5910000000,4.4618689960
2003.11.10.08.05.58,0.1375128966,0.1375128966,0.5880000000,4.2346970321
2003.11.10.08.15.58,0.1383635191,0.1383635191,0.5350000000,3.9160536422
2003.11.10.08.25.58,0.1374795398,0.1374795398,0.5000000000,4.0136434202
2003.11.10.08.35.58,0.1387443049,0.1387443049,0.5620000000,4.2198606230
2003.11.10.08.45.58,0.1382470353,0.1382470353,0.5270000000,4.0812403818
2003.11.10.08.55.58,0.1385774547,0.1385774547,0.5910000000,4.5666362503
2003.11.10.09.05.58,0.1548148634,0.1548148634,0.5150000000,3.9121368826
2003.11.10.09.15.58,0.1384800603,0.1384800603,0.5640000000,3.9767233744
2003.11.10.09.25.58,0.1500583558,0.1500583558,0.5760000000,4.7241969475
2003.11.10.09.35.58,0.1370102594,0.1370102594,0.5030000000,3.9061321517
2003.11.10.09.45.58,0.1383575882,0.1383575882,0.5270000000,4.1718076673
2003.11.10.09.55.58,0.1394133884,0.1394133884,0.7810000000,4.3066380688
2003.11.10.10.05.58,0.1375257621,0.1375257621,0.5270000000,4.0204748673
2003.11.10.10.15.58,0.1387111983,0.1387111983,0.5370000000,4.4844262491
2003.11.10.10.25.58,0.1379735636,0.1379735636,0.5710000000,3.9943955269
2003.11.10.10.35.58,0.1386965649,0.1386965649,0.6010000000,3.9265064663
2003.11.10.10.45.58,0.1450390751,0.1450390751,0.5000000000,3.8751787783
2003.11.10.10.55.58,0.1349581218,0.1349581218,0.5320000000,3.9579804149
2003.11.10.11.05.58,0.1389146586,0.1389146586,0.7200000000,4.4997162594
2003.11.10.11.15.58,0.1459826728,0.1459826728,0.6080000000,3.7108352794
2003.11.10.11.25.58,0.1392517308,0.1392517308,0.5130000000,3.7312811740
2003.11.10.11.35.58,0.1372066998,0.1372066998,0.4980000000,4.3432899851
2003.11.10.11.45.58,0.1400004459,0.1400004459,0.5180000000,4.0080519860
2003.11.10.11.55.58,0.1377271776,0.1377271776,0.5660000000,3.9331425346
2003.11.10.12.05.58,0.1376335892,0.1376335892,0.5620000000,4.0051674116
2003.11.10.12.15.58,0.1368894361,0.1368894361,0.4980000000,3.8753711017
2003.11.10.12.25.58,0.1442902024,0.1442902024,0.4910000000,4.0569526566
2003.11.10.12.35.58,0.1374779819,0.1374779819,0.6010000000,4.4726117376
2003.11.10.12.45.58,0.1379598336,0.1379598336,0.5200000000,3.9645683212
2003.11.10.12.55.58,0.1393568363,0.1393568363,0.5790000000,4.0478183563
2003.11.10.13.05.58,0.1371993982,0.1371993982,0.5420000000,4.0157387588
2003.11.10.13.15.58,0.1380702239,0.1380702239,0.5810000000,4.0030790911
2003.11.10.13.25.58,0.1381922586,0.1381922586,0.4830000000,3.8787953490
2003.11.10.13.35.58,0.1381552030,0.1381552030,0.6300000000,3.9594008574
2003.11.10.13.45.58,0.1387873176,0.1387873176,0.6150000000,4.1385085566
2003.11.10.13.55.58,0.1382689242,0.1382689242,0.5180000000,3.9207067107
2003.11.10.14.05.58,0.1376784550,0.1376784550,0.5080000000,4.0282081615
2003.11.10.14.15.58,0.1384848489,0.1384848489,0.6200000000,4.2718448268
2003.11.10.14.25.58,0.1374154404,0.1374154404,0.5220000000,3.9286581461
2003.11.10.14.35.58,0.1383211749,0.1383211749,0.5180000000,4.0400540436
2003.11.10.14.45.58,0.1361172974,0.1361172974,0.5490000000,4.1717201149
2003.11.10.14.55.58,0.1505450720,0.1505450720,0.5400000000,3.8751451063
2003.11.10.15.05.58,0.1329625665,0.1329625665,0.5520000000,3.9263702107
2003.11.10.15.15.58,0.1893596456,0.1893596456,0.5930000000,4.2489093054
2003.11.10.15.25.58,0.1388790895,0.1388790895,0.5080000000,4.1012680004
2003.11.10.15.35.58,0.1379782213,0.1379782213,0.5250000000,3.9926100315
2003.11.10.15.45.58,0.1390378888,0.1390378888,0.4860000000,3.8091562135
2003.11.10.15.55.58,0.1381663520,0.1381663520,0.5540000000,4.0013062946
2003.11.10.16.05.58,0.1378423019,0.1378423019,0.5080000000,4.0036999083
2003.11.10.16.15.58,0.1380050626,0.1380050626,0.5960000000,4.2662722129
2003.11.10.16.25.58,0.1375115190,0.1375115190,0.5220000000,3.9933305730
2003.11.14.11.02.17,0.1365176083,0.1365176083,0.5420000000,3.7477005392
2003.11.14.11.12.17,0.1396155876,0.1396155876,0.5320000000,4.0342117354
2003.11.14.11.22.17,0.1394418703,0.1394418703,0.5200000000,4.0029495356
2003.11.14.11.32.17,0.1386965411,0.1386965411,0.6150000000,4.0701223533
2003.11.14.11.42.17,0.1397757619,0.1397757619,0.5400000000,4.1428379724
2003.11.14.11.52.17,0.1374272057,0.1374272057,0.5960000000,4.2834384257
2003.11.14.12.02.17,0.1382829774,0.1382829774,0.5100000000,3.9233577732
2003.11.14.12.12.17,0.1383647582,0.1383647582,0.5590000000,4.1643084375
2003.11.14.12.22.17,0.1383277787,0.1383277787,0.4910000000,4.0522997931
2003.11.14.12.32.17,0.1383240463,0.1383240463,0.5640000000,3.8285935956
2003.11.14.12.42.17,0.1372818218,0.1372818218,0.6250000000,3.8239077654
2003.11.14.12.52.17,0.1384413436,0.1384413436,0.5710000000,3.9806059362
2003.11.14.13.02.17,0.1360289586,0.1360289586,0.5370000000,3.8913556043
2003.11.14.13.12.17,0.1383297133,0.1383297133,0.5590000000,3.9471778586
2003.11.14.13.22.17,0.1382219806,0.1382219806,0.4980000000,4.0781390926
2003.11.14.13.32.17,0.1368613547,0.1368613547,0.5740000000,3.9536435718
2003.11.14.13.42.17,0.1378716904,0.1378716904,0.5370000000,4.0477725251
2003.11.14.13.52.17,0.1381332161,0.1381332161,0.5130000000,3.9825711406
2003.11.14.14.02.17,0.1365944726,0.1365944726,0.5300000000,4.0258927670
2003.11.14.14.12.17,0.1377335258,0.1377335258,0.5540000000,4.1335246894
2003.11.14.14.22.17,0.1376042540,0.1376042540,0.5200000000,3.6628994971
2003.11.14.14.32.17,0.1369628373,0.1369628373,0.6520000000,4.5427648057
2003.11.14.14.42.17,0.1437507919,0.1437507919,0.5250000000,3.5732504568
2003.11.14.14.52.17,0.1375753811,0.1375753811,0.4860000000,4.0090489601
2003.11.14.15.02.17,0.0884882819,0.0884882819,0.5000000000,4.0549228153
2003.11.14.15.12.17,0.1370886783,0.1370886783,0.5540000000,4.0617612799
2003.11.14.15.22.17,0.1382452465,0.1382452465,0.5300000000,3.7802183536
2003.11.14.15.32.17,0.1949366157,0.1949366157,0.7100000000,4.0975843376
2003.11.14.15.42.17,0.1379945223,0.1379945223,0.4910000000,3.9268443872
2003.11.14.15.52.17,0.1653246501,0.1653246501,0.5740000000,3.8505136223
2003.11.14.16.02.17,0.1417555306,0.1417555306,0.5420000000,3.7909572134
2003.11.14.16.12.17,0.1410320998,0.1410320998,0.5470000000,4.1688768491
2003.11.14.16.22.17,0.1069498043,0.1069498043,0.4740000000,3.7318212923
2003.11.14.16.32.17,0.1348636117,0.1348636117,0.4930000000,3.7814778680
2003.11.14.16.42.17,0.1387482612,0.1387482612,0.6320000000,4.0472913924
2003.11.14.16.52.17,0.1390601301,0.1390601301,0.5350000000,3.8894045842
2003.11.14.17.02.17,0.1375691630,0.1375691630,0.5880000000,4.0225379977
2003.11.14.17.12.17,0.1334179380,0.1334179380,0.6180000000,3.8848704308
2003.11.14.17.52.14,0.1387480615,0.1387480615,0.5470000000,4.2644644708
2003.11.14.17.58.46,0.1382337307,0.1382337307,0.5350000000,3.8276763002
2003.11.14.18.08.46,0.1386466954,0.1386466954,0.5520000000,3.7929915550
2003.11.14.18.18.46,0.1380048047,0.1380048047,0.5270000000,4.1389162776
2003.11.14.18.28.46,0.1388904469,0.1388904469,0.5860000000,3.9759062090
2003.11.14.18.38.46,0.1379214203,0.1379214203,0.5000000000,3.9686462281
2003.11.14.18.48.46,0.1379605506,0.1379605506,0.5710000000,4.3046993200
2003.11.14.18.58.46,0.1393387011,0.1393387011,0.4860000000,3.8664989595
2003.11.14.19.08.46,0.1390061743,0.1390061743,0.5910000000,4.4870447768
2003.11.14.19.18.46,0.1380767275,0.1380767275,0.4980000000,3.7748216814
2003.11.14.19.28.46,0.1390656251,0.1390656251,0.5150000000,3.9614937518
2003.11.14.19.38.46,0.1382387203,0.1382387203,0.5130000000,3.9555346357
2003.11.14.19.48.46,0.1383676511,0.1383676511,0.5490000000,3.9015710732
2003.11.14.19.58.46,0.1392684598,0.1392684598,0.5470000000,3.9225620779
2003.11.14.20.08.46,0.1380729653,0.1380729653,0.5910000000,4.0491290591
2003.11.14.20.18.46,0.1384080210,0.1384080210,0.5370000000,3.9943722183
2003.11.14.20.28.46,0.1392470890,0.1392470890,0.5420000000,3.8102907288
2003.11.14.20.38.46,0.1390353797,0.1390353797,0.5270000000,4.0803124470
2003.11.14.20.48.46,0.1384051504,0.1384051504,0.6150000000,4.3850008553
2003.11.14.20.58.46,0.1399161483,0.1399161483,0.5790000000,4.0566898982
2003.11.14.21.08.46,0.1387794319,0.1387794319,0.5660000000,3.9321348839
2003.11.14.21.18.46,0.1336232466,0.1336232466,0.5080000000,4.0461084629
2003.11.14.21.28.46,0.1207745290,0.1207745290,0.4930000000,3.7973968188
2003.11.14.21.38.46,0.1209931047,0.1209931047,0.5000000000,3.9783582893
2003.11.14.21.48.46,0.1321086125,0.1321086125,0.6030000000,4.3115512592
2003.11.14.21.58.46,0.1379640734,0.1379640734,0.5660000000,3.8826502683
2003.11.14.22.08.46,0.2345218062,0.2345218062,0.6620000000,4.2286155060
2003.11.14.22.18.46,0.1358837566,0.1358837566,0.5000000000,4.0083149282
2003.11.14.22.28.46,0.1413837387,0.1413837387,0.5930000000,4.1787497655
2003.11.14.22.38.46,0.1330304656,0.1330304656,0.5490000000,3.9569606993
2003.11.14.22.48.46,0.1766590976,0.1766590976,0.6010000000,4.0281637995
2003.11.14.22.58.46,0.1187750952,0.1187750952,0.4660000000,3.9639529717
2003.11.14.23.08.46,0.1313158596,0.1313158596,0.5440000000,3.7288991036
2003.11.14.23.18.46,0.1328400089,0.1328400089,0.4960000000,4.0633168109
2003.11.14.23.28.46,0.1419244856,0.1419244856,0.6570000000,4.3117502914
2003.11.14.23.38.46,0.1298832859,0.1298832859,0.5540000000,3.9941823558
2003.11.14.23.48.46,0.1379128741,0.1379128741,0.6130000000,3.8754547744
2003.11.14.23.58.46,0.1456765639,0.1456765639,0.6270000000,3.8080120573
2003.11.15.00.08.46,0.1332339995,0.1332339995,0.4490000000,3.9671159818
2003.11.15.00.18.46,0.1256008405,0.1256008405,0.6200000000,4.1011375690
2003.11.15.00.28.46,0.1370095497,0.1370095497,0.5690000000,4.0950168365
2003.11.15.00.38.46,0.1374614836,0.1374614836,0.5270000000,4.1000220177
2003.11.15.00.48.46,0.1349130701,0.1349130701,0.5640000000,3.9866067354
2003.11.15.00.58.46,0.1385826019,0.1385826019,0.5050000000,4.1133924110
2003.11.15.01.08.46,0.1283751499,0.1283751499,0.6300000000,3.9700361426
2003.11.15.01.18.46,0.1358569540,0.1358569540,0.5400000000,3.8950228496
2003.11.15.01.28.46,0.1328374475,0.1328374475,0.5740000000,4.2199623844
2003.11.15.01.38.46,0.0987849288,0.0987849288,0.4910000000,3.8802458593
2003.11.15.01.48.46,0.1315975740,0.1315975740,0.4930000000,3.7063591964
2003.11.15.01.58.46,0.1482451807,0.1482451807,0.6300000000,4.0233308292
2003.11.15.02.08.46,0.1276397222,0.1276397222,0.5220000000,4.1792321204
2003.11.15.02.18.46,0.1291198072,0.1291198072,0.5130000000,4.1109422639
2003.11.15.02.28.46,0.1370565573,0.1370565573,0.5150000000,4.0781437839
2003.11.15.02.38.46,0.1277229360,0.1277229360,0.5150000000,3.8657467569
2003.11.15.02.48.46,0.1368062097,0.1368062097,0.5130000000,3.8625066071
2003.11.15.02.58.46,0.1327613083,0.1327613083,0.5620000000,4.0122617737
2003.11.15.03.08.46,0.1583285774,0.1583285774,0.6100000000,4.2300868064
2003.11.15.03.18.46,0.1379703249,0.1379703249,0.5200000000,3.9070989112
2003.11.15.03.28.46,0.1199259676,0.1199259676,0.5440000000,3.9343642140
2003.11.15.03.38.46,0.1343792189,0.1343792189,0.6980000000,4.3756785088
2003.11.15.03.48.46,0.1479091067,0.1479091067,0.5590000000,3.8200312270
2003.11.15.03.58.46,0.1395260153,0.1395260153,0.5100000000,4.0881438185
2003.11.15.04.08.46,0.1351034190,0.1351034190,0.5440000000,3.9564972495
2003.11.15.04.18.46,0.1379563245,0.1379563245,0.6880000000,4.1551349100
2003.11.15.04.28.46,0.1376384638,0.1376384638,0.7080000000,4.0323105278
2003.11.15.04.38.46,0.1264316391,0.1264316391,0.4660000000,3.7617685012
2003.11.15.04.48.46,0.1396331625,0.1396331625,0.4830000000,3.9313623260
2003.11.15.04.58.46,0.1303178928,0.1303178928,0.5350000000,3.8496840524
2003.11.15.05.08.46,0.1399643644,0.1399643644,0.5300000000,4.1002614482
2003.11.15.05.18.46,0.1380044120,0.1380044120,0.5660000000,4.0394823966
2003.11.15.05.28.46,0.1364628459,0.1364628459,0.5270000000,3.9189779695
2003.11.15.05.38.46,0.1372137222,0.1372137222,0.5200000000,4.0083546473
2003.11.15.05.48.46,0.1365349034,0.1365349034,0.4710000000,3.8616170142
2003.11.15.05.58.46,0.1398596119,0.1398596119,0.5830000000,4.2631528050
2003.11.15.06.08.46,0.1383227823,0.1383227823,0.5250000000,3.8085469153
2003.11.15.06.18.46,0.1376400735,0.1376400735,0.5710000000,4.1183299687
2003.11.15.06.28.46,0.1387850649,0.1387850649,0.4910000000,3.7220376583
2003.11.15.06.38.46,0.1363285553,0.1363285553,0.5300000000,3.8299219717
2003.11.15.06.48.46,0.1379266768,0.1379266768,0.5860000000,4.3273233229
2003.11.15.06.58.46,0.1338407277,0.1338407277,0.5980000000,4.1027388525
2003.11.15.07.08.46,0.1362410791,0.1362410791,0.6050000000,4.4704644968
2003.11.15.07.18.46,0.1353757901,0.1353757901,0.4760000000,3.7324577465
2003.11.15.07.28.46,0.1087828078,0.1087828078,0.5440000000,3.9403015432
2003.11.15.07.38.46,0.1356819050,0.1356819050,0.5320000000,3.8063812902
2003.11.15.07.48.46,0.1261819415,0.1261819415,0.5570000000,4.1165316662
2003.11.15.07.58.46,0.1396784487,0.1396784487,0.6470000000,4.1602858801
2003.11.15.08.08.46,0.1369953212,0.1369953212,0.6620000000,4.1025853723
2003.11.15.08.18.46,0.1383579616,0.1383579616,0.5930000000,4.1656536605
2003.11.15.08.28.46,0.1351807456,0.1351807456,0.6640000000,3.9997847596
